"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Cherokee County, IA"	"19035"	1130	82950	1362.266	719.123
	"Chickasaw County, IA"	"19037"	949	85869	1105.172	685.702
	"Clarke County, IA"	"19039"	768	65122	1179.325	838.297
	"Clay County, IA"	"19041"	1362	115702	1177.162	707.203
	"Clayton County, IA"	"19043"	1350	124677	1082.798	643.954
	"Clinton County, IA"	"19045"	3875	338396	1145.108	802.053
	"Crawford County, IA"	"19047"	1135	120378	942.863	668.415
	"Dallas County, IA"	"19049"	2805	524236	535.064	589.628
	"Davis County, IA"	"19051"	612	61430	996.256	727.753
	"Decatur County, IA"	"19053"	660	57754	1142.778	815.456
	"Delaware County, IA"	"19055"	1183	122658	964.470	654.220
	"Des Moines County, IA"	"19057"	3237	281363	1150.471	789.651
	"Dickinson County, IA"	"19059"	1388	118782	1168.527	635.219
	"Dubuque County, IA"	"19061"	6214	669593	928.026	699.866
	"Emmet County, IA"	"19063"	871	69939	1245.371	753.527
	"Fayette County, IA"	"19065"	1790	143802	1244.767	772.886
	"Floyd County, IA"	"19067"	1368	112431	1216.746	725.494
	"Franklin County, IA"	"19069"	857	73413	1167.368	682.426
	"Fremont County, IA"	"19071"	672	49913	1346.343	820.490
	"Greene County, IA"	"19073"	868	64151	1353.058	758.140
	"Grundy County, IA"	"19075"	925	86797	1065.705	636.605
	"Guthrie County, IA"	"19077"	844	75342	1120.225	680.483
	"Hamilton County, IA"	"19079"	1174	107250	1094.639	668.210
	"Hancock County, IA"	"19081"	866	77692	1114.658	674.819
	"Hardin County, IA"	"19083"	1548	121607	1272.953	700.642
	"Harrison County, IA"	"19085"	1283	101473	1264.376	829.698
	"Henry County, IA"	"19087"	1513	140827	1074.368	760.095
	"Howard County, IA"	"19089"	760	66411	1144.389	676.620
	"Humboldt County, IA"	"19091"	815	67716	1203.556	695.896
	"Ida County, IA"	"19093"	652	49479	1317.731	708.927
	"Iowa County, IA"	"19095"	1216	114281	1064.044	676.561
	"Jackson County, IA"	"19097"	1542	137341	1122.753	753.192
	"Jasper County, IA"	"19099"	2566	257039	998.292	709.359
	"Jefferson County, IA"	"19101"	1085	120305	901.874	655.038
	"Johnson County, IA"	"19103"	4693	972477	482.582	590.055
	"Jones County, IA"	"19105"	1430	143855	994.057	663.886
	"Keokuk County, IA"	"19107"	797	72105	1105.333	686.974
	"Kossuth County, IA"	"19109"	1305	107107	1218.408	649.997
	"Lee County, IA"	"19111"	3060	247772	1235.006	865.712
	"Linn County, IA"	"19113"	11781	1515835	777.195	681.270
	"Louisa County, IA"	"19115"	742	78804	941.577	750.288
	"Lucas County, IA"	"19117"	789	61281	1287.512	765.984
	"Lyon County, IA"	"19119"	781	81902	953.579	636.544
	"Madison County, IA"	"19121"	1027	109770	935.593	728.850
	"Mahaska County, IA"	"19123"	1595	156646	1018.219	716.338
	"Marion County, IA"	"19125"	2316	233163	993.297	747.393
	"Marshall County, IA"	"19127"	3316	285403	1161.866	827.636
	"Mills County, IA"	"19129"	974	104431	932.673	797.450
	"Mitchell County, IA"	"19131"	909	75367	1206.098	614.384
	"Monona County, IA"	"19133"	1049	63600	1649.371	867.355
	"Monroe County, IA"	"19135"	749	55945	1338.815	899.918
	"Montgomery County, IA"	"19137"	1035	73250	1412.969	804.379
	"Muscatine County, IA"	"19139"	2799	300129	932.599	782.951
	"O'Brien County, IA"	"19141"	1338	98884	1353.101	728.482
	"Osceola County, IA"	"19143"	513	43659	1175.015	710.738
	"Page County, IA"	"19145"	1458	109759	1328.365	790.046
	"Palo Alto County, IA"	"19147"	897	64579	1388.996	744.053
	"Plymouth County, IA"	"19149"	1675	174620	959.226	658.351
	"Pocahontas County, IA"	"19151"	680	49826	1364.749	750.036
	"Polk County, IA"	"19153"	22789	3165044	720.022	746.750
	"Pottawattamie County, IA"	"19155"	6283	652698	962.620	791.184
	"Poweshiek County, IA"	"19157"	1571	130806	1201.015	755.040
	"Ringgold County, IA"	"19159"	552	35605	1550.344	785.774
	"Sac County, IA"	"19161"	964	70747	1362.602	709.399
	"Scott County, IA"	"19163"	10175	1187490	856.849	746.136
	"Shelby County, IA"	"19165"	1011	83911	1204.848	647.166
	"Sioux County, IA"	"19167"	1807	240935	749.995	564.098
	"Story County, IA"	"19169"	3463	649935	532.823	584.810
	"Tama County, IA"	"19171"	1442	122681	1175.406	744.210
	"Taylor County, IA"	"19173"	560	43555	1285.731	710.811
	"Union County, IA"	"19175"	1030	87661	1174.981	794.224
	"Van Buren County, IA"	"19177"	637	52048	1223.870	784.407
	"Wapello County, IA"	"19179"	2873	247170	1162.358	855.713
	"Warren County, IA"	"19181"	2693	333457	807.600	696.799
	"Washington County, IA"	"19183"	1686	154086	1094.194	701.088
	"Wayne County, IA"	"19185"	609	44690	1362.721	773.093
	"Webster County, IA"	"19187"	3139	260785	1203.674	861.790
	"Winnebago County, IA"	"19189"	896	74608	1200.944	686.316
	"Winneshiek County, IA"	"19191"	1307	146173	894.146	578.535
	"Woodbury County, IA"	"19193"	6511	716966	908.132	819.576
	"Worth County, IA"	"19195"	639	52967	1206.412	771.514
	"Wright County, IA"	"19197"	1119	90652	1234.391	686.525
	"Allen County, KS"	"20001"	1264	91485	1381.647	930.254
	"Anderson County, KS"	"20003"	676	55504	1217.930	770.676
	"Atchison County, KS"	"20005"	1278	116570	1096.337	871.419
	"Barber County, KS"	"20007"	421	33965	1239.511	814.406
	"Barton County, KS"	"20009"	2068	191844	1077.959	778.029
	"Bourbon County, KS"	"20011"	1325	104008	1273.940	895.386
	"Brown County, KS"	"20013"	839	69147	1213.357	824.722
	"Butler County, KS"	"20015"	4348	463320	938.444	828.970
	"Chase County, KS"	"20017"	255	19104	1334.799	813.644
	"Chautauqua County, KS"	"20019"	392	24633	1591.361	908.158
	"Cherokee County, KS"	"20021"	1834	146758	1249.676	985.067
	"Cheyenne County, KS"	"20023"	259	18849	1374.078	627.401
	"Clark County, KS"	"20025"	234	15044	1555.437	837.595
	"Clay County, KS"	"20027"	739	58852	1255.692	723.230
	"Cloud County, KS"	"20029"	942	65341	1441.668	830.297
	"Coffey County, KS"	"20031"	712	59298	1200.715	844.872
	"Comanche County, KS"	"20033"	230	13302	1729.063	1049.287
	"Cowley County, KS"	"20035"	3037	252579	1202.396	915.801
	"Crawford County, KS"	"20037"	2960	274664	1077.680	895.699
	"Decatur County, KS"	"20039"	341	20349	1675.758	769.638
	"Dickinson County, KS"	"20041"	1681	136625	1230.375	806.315
	"Doniphan County, KS"	"20043"	555	54940	1010.193	725.298
	"Douglas County, KS"	"20045"	4585	804301	570.060	668.764
	"Edwards County, KS"	"20047"	264	20917	1262.131	833.082
	"Elk County, KS"	"20049"	294	18914	1554.404	863.966
	"Ellis County, KS"	"20051"	1726	202243	853.429	712.996
	"Ellsworth County, KS"	"20053"	601	44935	1337.487	835.087
	"Finney County, KS"	"20055"	1439	259181	555.210	690.918
	"Ford County, KS"	"20057"	1671	241289	692.531	745.469
	"Franklin County, KS"	"20059"	1804	180349	1000.283	846.596
	"Geary County, KS"	"20061"	1441	254411	566.406	847.409
	"Gove County, KS"	"20063"	268	18846	1422.052	745.604
	"Graham County, KS"	"20065"	232	18130	1279.647	687.790
	"Grant County, KS"	"20067"	372	54861	678.077	778.221
	"Gray County, KS"	"20069"	358	42407	844.200	751.939
	"Greeley County, KS"	"20071"	134	9020	1485.588	874.289
	"Greenwood County, KS"	"20073"	696	44934	1548.938	926.063
	"Hamilton County, KS"	"20075"	193	18217	1059.450	1012.745
	"Harper County, KS"	"20077"	625	41118	1520.016	910.965
	"Harvey County, KS"	"20079"	2790	243929	1143.775	751.837
	"Haskell County, KS"	"20081"	192	29114	659.477	679.174
	"Hodgeman County, KS"	"20083"	132	13474	979.665	570.745
	"Jackson County, KS"	"20085"	910	93878	969.343	748.457
	"Jefferson County, KS"	"20087"	1280	132507	965.987	756.671
	"Jewell County, KS"	"20089"	288	21179	1359.838	652.756
	"Johnson County, KS"	"20091"	25330	3962898	639.179	615.924
	"Kearny County, KS"	"20093"	282	27643	1020.150	891.370
	"Kingman County, KS"	"20095"	744	54270	1370.923	829.342
	"Kiowa County, KS"	"20097"	182	17681	1029.354	627.447
	"Labette County, KS"	"20099"	1872	147525	1268.937	919.643
	"Lane County, KS"	"20101"	182	11916	1527.358	888.600
	"Leavenworth County, KS"	"20103"	4058	547643	740.994	750.405
	"Lincoln County, KS"	"20105"	266	22122	1202.423	675.312
	"Linn County, KS"	"20107"	782	66821	1170.291	808.121
	"Logan County, KS"	"20109"	245	19571	1251.852	707.679
	"Lyon County, KS"	"20111"	1971	234773	839.534	756.802
	"McPherson County, KS"	"20113"	2609	204332	1276.844	767.579
	"Marion County, KS"	"20115"	1167	86187	1354.033	749.390
	"Marshall County, KS"	"20117"	906	69924	1295.692	711.086
	"Meade County, KS"	"20119"	346	30748	1125.276	740.954
	"Miami County, KS"	"20121"	1968	229288	858.309	744.132
	"Mitchell County, KS"	"20123"	595	44210	1345.849	744.107
	"Montgomery County, KS"	"20125"	3092	239258	1292.329	921.345
	"Morris County, KS"	"20127"	547	40322	1356.580	737.040
	"Morton County, KS"	"20129"	263	21708	1211.535	837.202
	"Nemaha County, KS"	"20131"	907	71200	1273.876	686.639
	"Neosho County, KS"	"20133"	1406	114705	1225.753	849.687
	"Ness County, KS"	"20135"	308	21440	1436.567	728.245
	"Norton County, KS"	"20137"	440	39143	1124.083	715.418
	"Osage County, KS"	"20139"	1302	112511	1157.220	846.276
	"Osborne County, KS"	"20141"	442	26410	1673.608	847.435
	"Ottawa County, KS"	"20143"	501	42284	1184.845	877.616
	"Pawnee County, KS"	"20145"	549	48380	1134.766	768.884
	"Phillips County, KS"	"20147"	526	38645	1361.108	821.297
	"Pottawatomie County, KS"	"20149"	1182	158373	746.339	706.622
	"Pratt County, KS"	"20151"	856	68063	1257.658	827.956
	"Rawlins County, KS"	"20153"	273	17819	1532.073	716.374
	"Reno County, KS"	"20155"	5178	448478	1154.572	803.760
	"Republic County, KS"	"20157"	624	33792	1846.591	851.544
	"Rice County, KS"	"20159"	887	69978	1267.541	907.529
	"Riley County, KS"	"20161"	2314	518798	446.031	634.639
	"Rooks County, KS"	"20163"	447	36181	1235.455	772.499
	"Rush County, KS"	"20165"	368	22336	1647.564	846.522
	"Russell County, KS"	"20167"	641	48788	1313.848	735.016
	"Saline County, KS"	"20169"	3721	389766	954.675	766.589
	"Scott County, KS"	"20171"	378	34894	1083.281	739.668
	"Sedgwick County, KS"	"20173"	29441	3541117	831.404	806.117
	"Seward County, KS"	"20175"	923	162543	567.850	729.779
	"Shawnee County, KS"	"20177"	12432	1249974	994.581	798.352
	"Sheridan County, KS"	"20179"	221	17759	1244.439	684.234
	"Sherman County, KS"	"20181"	506	42350	1194.805	823.712
	"Smith County, KS"	"20183"	450	26263	1713.437	794.320
	"Stafford County, KS"	"20185"	410	30266	1354.655	805.885
	"Stanton County, KS"	"20187"	130	15099	860.984	623.996
	"Stevens County, KS"	"20189"	343	40100	855.362	730.015
	"Sumner County, KS"	"20191"	1854	165519	1120.113	833.043
	"Thomas County, KS"	"20193"	532	55453	959.371	709.933
	"Trego County, KS"	"20195"	337	20598	1636.081	861.988
	"Wabaunsee County, KS"	"20197"	489	49033	997.288	771.219
	"Wallace County, KS"	"20199"	133	10619	1252.472	663.184
	"Washington County, KS"	"20201"	506	39773	1272.220	671.478
	"Wichita County, KS"	"20203"	172	15403	1116.666	739.937
	"Wilson County, KS"	"20205"	855	63526	1345.906	907.456
	"Woodson County, KS"	"20207"	362	22537	1606.248	933.513
	"Wyandotte County, KS"	"20209"	9441	1124078	839.888	898.939
	"Adair County, KY"	"21001"	1327	132260	1003.327	848.082
	"Allen County, KY"	"21003"	1508	142272	1059.942	955.335
	"Anderson County, KY"	"21005"	1435	152629	940.188	882.088
	"Ballard County, KY"	"21007"	752	57673	1303.903	965.420
	"Barren County, KY"	"21009"	3312	300811	1101.024	886.204
	"Bath County, KY"	"21011"	988	83857	1178.196	1035.619
	"Bell County, KY"	"21013"	2722	195716	1390.791	1148.209
	"Boone County, KY"	"21015"	5468	870967	627.808	754.090
	"Bourbon County, KY"	"21017"	1459	140077	1041.570	838.743
	"Boyd County, KY"	"21019"	4223	342347	1233.544	939.010
	"Boyle County, KY"	"21021"	2203	204186	1078.918	824.681
	"Bracken County, KY"	"21023"	649	59038	1099.292	1003.155
	"Breathitt County, KY"	"21025"	1339	95077	1408.332	1283.325
	"Breckinridge County, KY"	"21027"	1597	140293	1138.332	942.241
	"Bullitt County, KY"	"21029"	3851	537986	715.818	759.438
	"Butler County, KY"	"21031"	1042	89808	1160.253	935.806
	"Caldwell County, KY"	"21033"	1184	89689	1320.117	973.425
	"Calloway County, KY"	"21035"	2706	265109	1020.712	885.943
	"Campbell County, KY"	"21037"	5866	639282	917.592	846.304
	"Carlisle County, KY"	"21039"	479	34894	1372.729	928.423
	"Carroll County, KY"	"21041"	920	75870	1212.601	1109.543
	"Carter County, KY"	"21043"	2127	191283	1111.965	970.101
	"Casey County, KY"	"21045"	1358	111527	1217.642	964.905
	"Christian County, KY"	"21047"	4133	517050	799.342	910.301
	"Clark County, KY"	"21049"	2818	249885	1127.719	958.514
	"Clay County, KY"	"21051"	1856	149296	1243.168	1222.883
	"Clinton County, KY"	"21053"	925	71420	1295.155	1090.619
	"Crittenden County, KY"	"21055"	888	64781	1370.772	1005.287
	"Cumberland County, KY"	"21057"	718	47538	1510.371	1072.739
	"Daviess County, KY"	"21059"	7059	687163	1027.267	838.990
	"Edmonson County, KY"	"21061"	945	84518	1118.105	861.638
	"Elliott County, KY"	"21063"	513	53884	952.045	794.363
	"Estill County, KY"	"21065"	1343	101448	1323.831	1153.250
	"Fayette County, KY"	"21067"	15579	2155023	722.916	763.140
	"Fleming County, KY"	"21069"	1238	101617	1218.300	1085.461
	"Floyd County, KY"	"21071"	3594	269309	1334.527	1182.642
	"Franklin County, KY"	"21073"	3610	348945	1034.547	879.214
	"Fulton County, KY"	"21075"	697	45160	1543.401	1090.829
	"Gallatin County, KY"	"21077"	698	59988	1163.566	1291.991
	"Garrard County, KY"	"21079"	1137	119012	955.366	809.760
	"Grant County, KY"	"21081"	1571	173271	906.672	1016.818
	"Graves County, KY"	"21083"	3185	261856	1216.317	947.693
	"Grayson County, KY"	"21085"	2228	182263	1222.409	1059.877
	"Green County, KY"	"21087"	956	78086	1224.291	899.414
	"Greenup County, KY"	"21089"	3171	255270	1242.214	939.667
	"Hancock County, KY"	"21091"	565	60756	929.949	848.941
	"Hardin County, KY"	"21093"	6065	750236	808.412	840.908
	"Harlan County, KY"	"21095"	2917	198414	1470.158	1222.643
	"Harrison County, KY"	"21097"	1568	130766	1199.088	1002.620
	"Hart County, KY"	"21099"	1446	129051	1120.487	974.487
	"Henderson County, KY"	"21101"	3485	324643	1073.487	916.712
	"Henry County, KY"	"21103"	1179	108632	1085.316	936.430
	"Hickman County, KY"	"21105"	449	33158	1354.123	824.429
	"Hopkins County, KY"	"21107"	4171	325683	1280.693	1029.567
	"Jackson County, KY"	"21109"	1128	93704	1203.791	1097.346
	"Jefferson County, KY"	"21111"	52487	5284663	993.195	864.295
	"Jessamine County, KY"	"21113"	2938	352573	833.303	808.632
	"Johnson County, KY"	"21115"	2025	162999	1242.339	1088.043
	"Kenton County, KY"	"21117"	10116	1138868	888.250	886.288
	"Knott County, KY"	"21119"	1431	111864	1279.232	1141.884
	"Knox County, KY"	"21121"	2691	222511	1209.378	1061.862
	"Larue County, KY"	"21123"	1133	99240	1141.677	876.146
	"Laurel County, KY"	"21125"	4093	417588	980.153	931.074
	"Lawrence County, KY"	"21127"	1408	111011	1268.343	1147.122
	"Lee County, KY"	"21129"	721	51596	1397.395	1283.015
	"Leslie County, KY"	"21131"	1123	76899	1460.357	1247.402
	"Letcher County, KY"	"21133"	2241	165791	1351.702	1151.908
	"Lewis County, KY"	"21135"	1121	96393	1162.948	988.360
	"Lincoln County, KY"	"21137"	1990	171584	1159.782	986.608
	"Livingston County, KY"	"21139"	900	65776	1368.280	1014.170
	"Logan County, KY"	"21141"	2134	187519	1138.018	932.958
	"Lyon County, KY"	"21143"	794	58238	1363.371	894.419
	"McCracken County, KY"	"21145"	5681	457847	1240.808	911.228
	"McCreary County, KY"	"21147"	1397	125901	1109.602	1101.200
	"McLean County, KY"	"21149"	847	66525	1273.206	959.328
	"Madison County, KY"	"21151"	4942	602191	820.670	860.995
	"Magoffin County, KY"	"21153"	1047	90945	1151.245	1089.741
	"Marion County, KY"	"21155"	1428	138514	1030.943	890.008
	"Marshall County, KY"	"21157"	2904	218626	1328.296	930.961
	"Martin County, KY"	"21159"	979	87916	1113.563	1071.745
	"Mason County, KY"	"21161"	1497	121388	1233.236	1016.884
	"Meade County, KY"	"21163"	1586	201800	785.927	860.103
	"Menifee County, KY"	"21165"	535	44184	1210.846	981.493
	"Mercer County, KY"	"21167"	1789	149426	1197.248	933.769
	"Metcalfe County, KY"	"21169"	906	70041	1293.528	1041.705
	"Monroe County, KY"	"21171"	1109	75361	1471.583	1179.044
	"Montgomery County, KY"	"21173"	1889	190248	992.915	915.269
	"Morgan County, KY"	"21175"	999	94790	1053.909	979.426
	"Muhlenberg County, KY"	"21177"	2640	218549	1207.967	960.110
	"Nelson County, KY"	"21179"	2659	311767	852.881	852.524
	"Nicholas County, KY"	"21181"	717	49501	1448.456	1174.874
	"Ohio County, KY"	"21183"	1916	168579	1136.559	942.738
	"Oldham County, KY"	"21185"	2592	438659	590.892	727.026
	"Owen County, KY"	"21187"	789	75143	1049.998	928.182
	"Owsley County, KY"	"21189"	549	32411	1693.869	1352.566
	"Pendleton County, KY"	"21191"	1035	102210	1012.621	955.904
	"Perry County, KY"	"21193"	2910	196219	1483.037	1325.814
	"Pike County, KY"	"21195"	5716	442867	1290.681	1126.458
	"Powell County, KY"	"21197"	1160	87252	1329.482	1281.379
	"Pulaski County, KY"	"21199"	5553	445783	1245.673	1015.515
	"Robertson County, KY"	"21201"	256	15424	1659.751	1107.326
	"Rockcastle County, KY"	"21203"	1389	118442	1172.726	1038.003
	"Rowan County, KY"	"21205"	1576	165887	950.044	974.545
	"Russell County, KY"	"21207"	1644	123582	1330.291	1009.884
	"Scott County, KY"	"21209"	2336	352002	663.633	818.229
	"Shelby County, KY"	"21211"	2454	309887	791.902	794.976
	"Simpson County, KY"	"21213"	1338	123951	1079.459	945.520
	"Spencer County, KY"	"21215"	939	123328	761.384	891.241
	"Taylor County, KY"	"21217"	1973	174657	1129.643	927.886
	"Todd County, KY"	"21219"	913	87423	1044.348	934.680
	"Trigg County, KY"	"21221"	1178	100023	1177.729	875.732
	"Trimble County, KY"	"21223"	639	61312	1042.210	940.156
	"Union County, KY"	"21225"	1167	105048	1110.921	1008.588
	"Warren County, KY"	"21227"	6585	833632	789.917	846.503
	"Washington County, KY"	"21229"	951	83482	1139.168	880.229
	"Wayne County, KY"	"21231"	1611	144687	1113.438	920.511
	"Webster County, KY"	"21233"	1189	94046	1264.275	1022.087
	"Whitley County, KY"	"21235"	3315	250453	1323.602	1218.520
	"Wolfe County, KY"	"21237"	746	50741	1470.211	1265.326
	"Woodford County, KY"	"21239"	1595	177716	897.499	804.104
	"Acadia Parish, LA"	"22001"	4513	435579	1036.092	991.237
	"Allen Parish, LA"	"22003"	1765	179677	982.318	946.534
	"Ascension Parish, LA"	"22005"	4826	801950	601.783	780.899
	"Assumption Parish, LA"	"22007"	1503	161358	931.469	817.094
	"Avoyelles Parish, LA"	"22009"	3469	290264	1195.119	1027.616
	"Beauregard Parish, LA"	"22011"	2452	253818	966.047	936.118
	"Bienville Parish, LA"	"22013"	1447	98281	1472.309	1047.507
	"Bossier Parish, LA"	"22015"	6892	859027	802.303	819.273
	"Caddo Parish, LA"	"22017"	19164	1776914	1078.499	942.138
	"Calcasieu Parish, LA"	"22019"	13586	1373242	989.338	950.510
	"Caldwell Parish, LA"	"22021"	876	70156	1248.646	1069.506
	"Cameron Parish, LA"	"22023"	306	47393	645.665	616.196
	"Catahoula Parish, LA"	"22025"	962	71481	1345.812	1180.032
	"Claiborne Parish, LA"	"22027"	1334	116426	1145.792	894.533
	"Concordia Parish, LA"	"22029"	1726	143033	1206.715	1041.483
	"De Soto Parish, LA"	"22031"	2015	188857	1066.945	918.834
	"East Baton Rouge Parish, LA"	"22033"	25769	3111194	828.267	852.663
	"East Carroll Parish, LA"	"22035"	586	52509	1115.999	1067.707
	"East Feliciana Parish, LA"	"22037"	1648	139312	1182.956	1078.093
	"Evangeline Parish, LA"	"22039"	2555	236320	1081.161	1035.328
	"Franklin Parish, LA"	"22041"	1933	143865	1343.621	1071.029
	"Grant Parish, LA"	"22043"	1455	155630	934.910	936.992
	"Iberia Parish, LA"	"22045"	5038	515806	976.724	967.710
	"Iberville Parish, LA"	"22047"	2270	232554	976.117	929.466
	"Jackson Parish, LA"	"22049"	1328	112585	1179.553	907.173
	"Jefferson Parish, LA"	"22051"	28570	3042149	939.139	808.894
	"Jefferson Davis Parish, LA"	"22053"	2570	220350	1166.326	1006.395
	"Lafayette Parish, LA"	"22055"	11752	1621008	724.981	797.418
	"Lafourche Parish, LA"	"22057"	6068	681804	889.992	847.792
	"LaSalle Parish, LA"	"22059"	1151	104444	1102.026	958.169
	"Lincoln Parish, LA"	"22061"	2571	331094	776.517	812.898
	"Livingston Parish, LA"	"22063"	7161	937949	763.474	886.633
	"Madison Parish, LA"	"22065"	930	83063	1119.632	1108.672
	"Morehouse Parish, LA"	"22067"	2607	189429	1376.241	1102.673
	"Natchitoches Parish, LA"	"22069"	2751	275089	1000.040	913.423
	"Orleans Parish, LA"	"22071"	21587	2617966	824.571	831.466
	"Ouachita Parish, LA"	"22073"	10546	1090291	967.265	936.987
	"Plaquemines Parish, LA"	"22075"	1241	164547	754.192	787.568
	"Pointe Coupee Parish, LA"	"22077"	1783	157546	1131.733	899.447
	"Rapides Parish, LA"	"22079"	9824	926136	1060.751	952.933
	"Red River Parish, LA"	"22081"	738	61670	1196.692	1021.431
	"Richland Parish, LA"	"22083"	1633	145134	1125.167	983.560
	"Sabine Parish, LA"	"22085"	1968	169681	1159.823	916.789
	"St. Bernard Parish, LA"	"22087"	2295	296077	775.136	940.431
	"St. Charles Parish, LA"	"22089"	2798	369075	758.111	839.753
	"St. Helena Parish, LA"	"22091"	885	75796	1167.608	993.059
	"St. James Parish, LA"	"22093"	1359	152122	893.362	827.274
	"St. John the Baptist Parish, LA"	"22095"	2738	310666	881.332	924.610
	"St. Landry Parish, LA"	"22097"	6663	585492	1138.017	1036.835
	"St. Martin Parish, LA"	"22099"	3234	371896	869.598	875.600
	"St. Mary Parish, LA"	"22101"	3819	374165	1020.673	950.378
	"St. Tammany Parish, LA"	"22103"	14406	1701830	846.501	782.028
	"Tangipahoa Parish, LA"	"22105"	8148	879035	926.926	971.732
	"Tensas Parish, LA"	"22107"	401	34347	1167.496	871.983
	"Terrebonne Parish, LA"	"22109"	7005	788939	887.901	922.164
	"Union Parish, LA"	"22111"	1844	157719	1169.168	927.785
	"Vermilion Parish, LA"	"22113"	3845	413947	928.863	860.430
	"Vernon Parish, LA"	"22115"	2668	364420	732.122	917.616
	"Washington Parish, LA"	"22117"	4010	326363	1228.693	1064.043
	"Webster Parish, LA"	"22119"	3638	284177	1280.188	982.546
	"West Baton Rouge Parish, LA"	"22121"	1399	172946	808.923	844.933
	"West Carroll Parish, LA"	"22123"	989	80082	1234.984	983.891
	"West Feliciana Parish, LA"	"22125"	853	108069	789.311	762.442
	"Winn Parish, LA"	"22127"	1172	103893	1128.084	956.471
	"Androscoggin County, ME"	"23001"	7472	752305	993.214	817.406
	"Aroostook County, ME"	"23003"	5988	490309	1221.271	806.026
	"Cumberland County, ME"	"23005"	17710	2003267	884.056	687.145
	"Franklin County, ME"	"23007"	2193	212927	1029.930	768.951
	"Hancock County, ME"	"23009"	3985	382173	1042.721	702.813
	"Kennebec County, ME"	"23011"	9052	848764	1066.492	809.985
	"Knox County, ME"	"23013"	3171	277937	1140.906	698.452
	"Lincoln County, ME"	"23015"	2895	239304	1209.758	711.944
	"Oxford County, ME"	"23017"	4398	401943	1094.185	782.818
	"Penobscot County, ME"	"23019"	10699	1072731	997.361	793.953
	"Piscataquis County, ME"	"23021"	1603	120168	1333.966	850.439
	"Sagadahoc County, ME"	"23023"	2420	246171	983.056	707.934
	"Somerset County, ME"	"23025"	4054	361063	1122.796	853.613
	"Waldo County, ME"	"23027"	2607	272861	955.432	731.714
	"Washington County, ME"	"23029"	2995	225028	1330.945	888.692
	"York County, ME"	"23031"	13097	1397988	936.846	706.607
	"Allegany County, MD"	"24001"	6435	514922	1249.704	873.683
	"Anne Arundel County, MD"	"24003"	28558	3880964	735.848	726.587
	"Baltimore County, MD"	"24005"	53818	5744519	936.858	723.946
	"Calvert County, MD"	"24009"	4490	630564	712.061	714.454
	"Caroline County, MD"	"24011"	2286	229429	996.387	877.389
	"Carroll County, MD"	"24013"	10324	1172316	880.650	752.597
	"Cecil County, MD"	"24015"	6181	713779	865.954	851.610
	"Charles County, MD"	"24017"	6713	1067707	628.731	734.126
	"Dorchester County, MD"	"24019"	2616	227689	1148.936	816.402
	"Frederick County, MD"	"24021"	11714	1687709	694.077	677.815
	"Garrett County, MD"	"24023"	2152	208455	1032.357	744.888
	"Harford County, MD"	"24025"	13715	1740579	787.956	730.987
	"Howard County, MD"	"24027"	10304	2124168	485.084	541.566
	"Kent County, MD"	"24029"	1752	139873	1252.565	732.393
	"Montgomery County, MD"	"24031"	39332	7097383	554.176	483.901
	"Prince George's County, MD"	"24033"	38910	6227886	624.771	722.199
	"Queen Anne's County, MD"	"24035"	2783	339901	818.768	699.070
	"St. Mary's County, MD"	"24037"	5107	765637	667.026	724.945
	"Somerset County, MD"	"24039"	1783	182890	974.903	861.400
	"Talbot County, MD"	"24041"	3034	264269	1148.073	627.614
	"Washington County, MD"	"24043"	10360	1043851	992.479	805.700
	"Wicomico County, MD"	"24045"	6420	705952	909.410	825.969
	"Worcester County, MD"	"24047"	4294	360825	1190.051	722.887
	"Baltimore city, MD"	"24510"	46093	4343206	1061.267	1039.843
	"Barnstable County, MA"	"25001"	20000	1505593	1328.380	673.804
	"Berkshire County, MA"	"25003"	10202	904724	1127.637	699.780
	"Bristol County, MA"	"25005"	35921	3870359	928.105	736.908
	"Dukes County, MA"	"25007"	1009	119499	844.359	599.708
	"Essex County, MA"	"25009"	44965	5334409	842.924	664.363
	"Franklin County, MA"	"25011"	4783	497577	961.258	706.588
	"Hampden County, MA"	"25013"	30573	3267833	935.574	743.268
	"Hampshire County, MA"	"25015"	8577	1119340	766.255	658.197
	"Middlesex County, MA"	"25017"	77381	10856501	712.762	610.290
	"Nantucket County, MA"	"25019"	463	73800	627.371	569.884
	"Norfolk County, MA"	"25021"	39438	4801391	821.387	625.984
	"Plymouth County, MA"	"25023"	30477	3525152	864.558	714.432
	"Suffolk County, MA"	"25025"	32662	5282489	618.307	669.316
	"Worcester County, MA"	"25027"	47553	5667075	839.110	720.945
	"Alcona County, MI"	"26001"	1302	74110	1756.848	846.201
	"Alger County, MI"	"26003"	800	66238	1207.766	734.347
	"Allegan County, MI"	"26005"	6668	791232	842.736	753.407
	"Alpena County, MI"	"26007"	2568	203804	1260.034	791.672
	"Antrim County, MI"	"26009"	1859	163237	1138.835	701.065
	"Arenac County, MI"	"26011"	1427	108248	1318.269	873.716
	"Baraga County, MI"	"26013"	710	60778	1168.186	861.287
	"Barry County, MI"	"26015"	3661	414377	883.495	732.096
	"Bay County, MI"	"26017"	8318	745233	1116.161	804.565
	"Benzie County, MI"	"26019"	1426	122409	1164.947	719.679
	"Berrien County, MI"	"26021"	11989	1088952	1100.967	814.978
