"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Chickasaw County, IA"	"19037"	871	77250	1127.508	753.943
	"Clarke County, IA"	"19039"	607	55322	1097.213	794.702
	"Clay County, IA"	"19041"	1065	102507	1038.953	709.964
	"Clayton County, IA"	"19043"	1286	110560	1163.169	780.264
	"Clinton County, IA"	"19045"	3201	298255	1073.243	839.572
	"Crawford County, IA"	"19047"	1028	101697	1010.846	718.922
	"Dallas County, IA"	"19049"	1871	279461	669.503	726.263
	"Davis County, IA"	"19051"	568	51444	1104.113	772.077
	"Decatur County, IA"	"19053"	561	51734	1084.393	765.068
	"Delaware County, IA"	"19055"	939	109180	860.048	683.437
	"Des Moines County, IA"	"19057"	2567	247250	1038.220	760.636
	"Dickinson County, IA"	"19059"	1061	98741	1074.528	671.098
	"Dubuque County, IA"	"19061"	5006	538450	929.706	759.016
	"Emmet County, IA"	"19063"	800	64536	1239.618	758.968
	"Fayette County, IA"	"19065"	1520	129887	1170.248	764.096
	"Floyd County, IA"	"19067"	1217	99977	1217.280	745.172
	"Franklin County, IA"	"19069"	779	64133	1214.663	738.526
	"Fremont County, IA"	"19071"	595	46685	1274.499	815.929
	"Greene County, IA"	"19073"	779	60349	1290.825	736.322
	"Grundy County, IA"	"19075"	818	74197	1102.470	689.962
	"Guthrie County, IA"	"19077"	879	67786	1296.728	815.530
	"Hamilton County, IA"	"19079"	1052	97923	1074.313	739.840
	"Hancock County, IA"	"19081"	772	71477	1080.068	700.501
	"Hardin County, IA"	"19083"	1508	110422	1365.670	790.438
	"Harrison County, IA"	"19085"	1171	92897	1260.536	891.248
	"Henry County, IA"	"19087"	1237	121634	1016.985	794.519
	"Howard County, IA"	"19089"	734	59060	1242.804	757.101
	"Humboldt County, IA"	"19091"	739	61200	1207.516	720.636
	"Ida County, IA"	"19093"	624	45574	1369.202	805.901
	"Iowa County, IA"	"19095"	986	95917	1027.972	688.273
	"Jackson County, IA"	"19097"	1251	121123	1032.834	743.753
	"Jasper County, IA"	"19099"	2109	224972	937.450	738.500
	"Jefferson County, IA"	"19101"	896	97326	920.617	747.149
	"Johnson County, IA"	"19103"	3128	695364	449.836	669.988
	"Jones County, IA"	"19105"	1153	122382	942.132	724.958
	"Keokuk County, IA"	"19107"	805	67227	1197.436	760.332
	"Kossuth County, IA"	"19109"	1113	99994	1113.067	661.202
	"Lee County, IA"	"19111"	2606	222025	1173.742	879.728
	"Linn County, IA"	"19113"	8845	1177676	751.055	729.380
	"Louisa County, IA"	"19115"	663	72799	910.727	783.660
	"Lucas County, IA"	"19117"	660	56522	1167.687	742.997
	"Lyon County, IA"	"19119"	727	70188	1035.790	679.986
	"Madison County, IA"	"19121"	843	86607	973.362	774.680
	"Mahaska County, IA"	"19123"	1256	133986	937.411	711.439
	"Marion County, IA"	"19125"	2002	195146	1025.899	787.480
	"Marshall County, IA"	"19127"	2917	236776	1231.966	940.985
	"Mills County, IA"	"19129"	802	87831	913.117	871.524
	"Mitchell County, IA"	"19131"	819	64960	1260.776	693.132
	"Monona County, IA"	"19133"	1027	58737	1748.472	889.940
	"Monroe County, IA"	"19135"	618	47767	1293.780	840.275
	"Montgomery County, IA"	"19137"	944	68209	1383.982	826.477
	"Muscatine County, IA"	"19139"	2326	250545	928.376	853.483
	"O'Brien County, IA"	"19141"	1125	88738	1267.777	717.470
	"Osceola County, IA"	"19143"	497	41359	1201.673	777.065
	"Page County, IA"	"19145"	1317	99161	1328.143	821.792
	"Palo Alto County, IA"	"19147"	772	59297	1301.921	764.060
	"Plymouth County, IA"	"19149"	1489	149305	997.287	760.475
	"Pocahontas County, IA"	"19151"	662	49490	1337.644	774.087
	"Polk County, IA"	"19153"	16898	2318535	728.822	786.915
	"Pottawattamie County, IA"	"19155"	5139	532885	964.373	909.094
	"Poweshiek County, IA"	"19157"	1317	113896	1156.318	763.485
	"Ringgold County, IA"	"19159"	498	32194	1546.872	786.109
	"Sac County, IA"	"19161"	920	66605	1381.278	754.376
	"Scott County, IA"	"19163"	7871	949693	828.794	829.425
	"Shelby County, IA"	"19165"	920	77148	1192.513	727.513
	"Sioux County, IA"	"19167"	1519	193296	785.841	627.007
	"Story County, IA"	"19169"	2802	489832	572.033	664.475
	"Tama County, IA"	"19171"	1222	108594	1125.292	750.415
	"Taylor County, IA"	"19173"	531	40635	1306.755	734.490
	"Union County, IA"	"19175"	911	72944	1248.903	850.027
	"Van Buren County, IA"	"19177"	597	46222	1291.593	849.745
	"Wapello County, IA"	"19179"	2478	215108	1151.979	849.753
	"Warren County, IA"	"19181"	2020	251283	803.875	801.587
	"Washington County, IA"	"19183"	1395	126640	1101.548	719.711
	"Wayne County, IA"	"19185"	614	39719	1545.860	857.307
	"Webster County, IA"	"19187"	2778	236795	1173.167	845.906
	"Winnebago County, IA"	"19189"	770	68785	1119.430	686.146
	"Winneshiek County, IA"	"19191"	1093	126857	861.600	643.872
	"Woodbury County, IA"	"19193"	5548	614116	903.412	835.798
	"Worth County, IA"	"19195"	612	46708	1310.268	823.728
	"Wright County, IA"	"19197"	1126	83780	1343.996	763.985
	"Allen County, KS"	"20001"	1085	84262	1287.650	905.704
	"Anderson County, KS"	"20003"	616	48826	1261.623	801.927
	"Atchison County, KS"	"20005"	1111	101142	1098.456	874.992
	"Barber County, KS"	"20007"	414	30590	1353.383	835.916
	"Barton County, KS"	"20009"	1853	166167	1115.143	795.167
	"Bourbon County, KS"	"20011"	1195	91246	1309.646	917.419
	"Brown County, KS"	"20013"	836	62263	1342.691	839.304
	"Butler County, KS"	"20015"	3238	365301	886.392	853.980
	"Chase County, KS"	"20017"	212	17904	1184.093	786.538
	"Chautauqua County, KS"	"20019"	434	25053	1732.327	884.862
	"Cherokee County, KS"	"20021"	1614	133140	1212.258	1006.943
	"Cheyenne County, KS"	"20023"	250	18040	1385.809	736.525
	"Clark County, KS"	"20025"	181	14175	1276.896	694.681
	"Clay County, KS"	"20027"	642	51543	1245.562	706.990
	"Cloud County, KS"	"20029"	949	59672	1590.361	800.035
	"Coffey County, KS"	"20031"	673	52588	1279.760	920.724
	"Comanche County, KS"	"20033"	202	11653	1733.459	818.638
	"Cowley County, KS"	"20035"	2603	217619	1196.127	931.358
	"Crawford County, KS"	"20037"	2740	230931	1186.502	942.873
	"Decatur County, KS"	"20039"	315	19972	1577.208	741.853
	"Dickinson County, KS"	"20041"	1419	115315	1230.542	823.736
	"Doniphan County, KS"	"20043"	526	48679	1080.548	839.278
	"Douglas County, KS"	"20045"	3311	617860	535.882	775.093
	"Edwards County, KS"	"20047"	270	19782	1364.877	850.141
	"Elk County, KS"	"20049"	331	18757	1764.675	924.039
	"Ellis County, KS"	"20051"	1468	165023	889.573	772.928
	"Ellsworth County, KS"	"20053"	525	38702	1356.519	806.336
	"Finney County, KS"	"20055"	1218	230669	528.029	795.756
	"Ford County, KS"	"20057"	1571	193525	811.781	882.935
	"Franklin County, KS"	"20059"	1404	151366	927.553	805.681
	"Geary County, KS"	"20061"	1175	165227	711.143	913.364
	"Gove County, KS"	"20063"	224	17813	1257.509	660.042
	"Graham County, KS"	"20065"	241	17118	1407.875	792.668
	"Grant County, KS"	"20067"	316	46778	675.531	839.349
	"Gray County, KS"	"20069"	341	35612	957.542	830.912
	"Greeley County, KS"	"20071"	120	8522	1408.120	983.967
	"Greenwood County, KS"	"20073"	736	45023	1634.720	953.068
	"Hamilton County, KS"	"20075"	181	15947	1135.010	826.767
	"Harper County, KS"	"20077"	629	38014	1654.654	895.246
	"Harvey County, KS"	"20079"	2096	199621	1049.990	745.933
	"Haskell County, KS"	"20081"	181	25449	711.226	804.497
	"Hodgeman County, KS"	"20083"	145	12591	1151.616	742.877
	"Jackson County, KS"	"20085"	764	77569	984.930	825.170
	"Jefferson County, KS"	"20087"	967	112843	856.943	787.760
	"Jewell County, KS"	"20089"	322	20926	1538.756	778.104
	"Johnson County, KS"	"20091"	17193	2875405	597.933	686.346
	"Kearny County, KS"	"20093"	215	26018	826.351	904.109
	"Kingman County, KS"	"20095"	680	50974	1334.013	813.936
	"Kiowa County, KS"	"20097"	207	18981	1090.564	683.024
	"Labette County, KS"	"20099"	1813	133409	1358.979	982.674
	"Lane County, KS"	"20101"	166	11960	1387.960	859.204
	"Leavenworth County, KS"	"20103"	3151	423490	744.055	904.282
	"Lincoln County, KS"	"20105"	336	21044	1596.655	884.156
	"Linn County, KS"	"20107"	627	58665	1068.780	782.292
	"Logan County, KS"	"20109"	221	17733	1246.264	767.198
	"Lyon County, KS"	"20111"	1791	215648	830.520	826.973
	"McPherson County, KS"	"20113"	2076	176170	1178.407	768.465
	"Marion County, KS"	"20115"	1097	79345	1382.570	779.347
	"Marshall County, KS"	"20117"	868	63374	1369.647	761.645
	"Meade County, KS"	"20119"	288	27714	1039.186	716.799
	"Miami County, KS"	"20121"	1506	176546	853.035	840.782
	"Mitchell County, KS"	"20123"	576	40080	1437.126	764.849
	"Montgomery County, KS"	"20125"	2919	213013	1370.339	955.888
	"Morris County, KS"	"20127"	460	35919	1280.659	779.810
	"Morton County, KS"	"20129"	207	20305	1019.453	860.258
	"Nemaha County, KS"	"20131"	900	62966	1429.343	726.440
	"Neosho County, KS"	"20133"	1211	100470	1205.335	857.395
	"Ness County, KS"	"20135"	308	19867	1550.310	780.003
	"Norton County, KS"	"20137"	424	35067	1209.114	735.381
	"Osage County, KS"	"20139"	1115	100492	1109.541	857.674
	"Osborne County, KS"	"20141"	423	25355	1668.310	787.101
	"Ottawa County, KS"	"20143"	458	36855	1242.708	847.393
	"Pawnee County, KS"	"20145"	518	42263	1225.658	798.218
	"Phillips County, KS"	"20147"	525	34876	1505.333	839.070
	"Pottawatomie County, KS"	"20149"	1014	112763	899.231	815.750
	"Pratt County, KS"	"20151"	735	57580	1276.485	839.610
	"Rawlins County, KS"	"20153"	254	17095	1485.815	710.716
	"Reno County, KS"	"20155"	4065	385084	1055.614	794.320
	"Republic County, KS"	"20157"	578	32923	1755.612	829.345
	"Rice County, KS"	"20159"	792	63255	1252.075	861.475
	"Riley County, KS"	"20161"	1852	380321	486.957	726.512
	"Rooks County, KS"	"20163"	433	32909	1315.749	804.719
	"Rush County, KS"	"20165"	335	20781	1612.049	842.308
	"Russell County, KS"	"20167"	646	42662	1514.228	821.107
	"Saline County, KS"	"20169"	2946	324263	908.522	817.835
	"Scott County, KS"	"20171"	315	29539	1066.387	751.665
	"Sedgwick County, KS"	"20173"	22690	2764352	820.807	890.373
	"Seward County, KS"	"20175"	875	135260	646.902	829.576
	"Shawnee County, KS"	"20177"	10156	1024665	991.153	896.270
	"Sheridan County, KS"	"20179"	203	16087	1261.888	759.545
	"Sherman County, KS"	"20181"	435	38396	1132.931	833.568
	"Smith County, KS"	"20183"	433	25827	1676.540	753.211
	"Stafford County, KS"	"20185"	390	27658	1410.080	854.282
	"Stanton County, KS"	"20187"	123	14209	865.649	800.632
	"Stevens County, KS"	"20189"	301	33024	911.458	821.888
	"Sumner County, KS"	"20191"	1681	152339	1103.460	870.487
	"Thomas County, KS"	"20193"	478	48190	991.907	800.811
	"Trego County, KS"	"20195"	276	18923	1458.543	739.336
	"Wabaunsee County, KS"	"20197"	396	40943	967.198	807.701
	"Wallace County, KS"	"20199"	119	9831	1210.457	818.183
	"Washington County, KS"	"20201"	569	37215	1528.953	768.705
	"Wichita County, KS"	"20203"	156	14634	1066.011	769.129
	"Wilson County, KS"	"20205"	846	60271	1403.660	924.430
	"Woodson County, KS"	"20207"	372	21712	1713.338	950.964
	"Wyandotte County, KS"	"20209"	9091	939258	967.892	1057.795
	"Adair County, KY"	"21001"	1045	106636	979.969	880.076
	"Allen County, KY"	"21003"	1186	110009	1078.094	1038.994
	"Anderson County, KY"	"21005"	988	117013	844.351	926.460
	"Ballard County, KY"	"21007"	630	49440	1274.272	1026.055
	"Barren County, KY"	"21009"	2565	234339	1094.568	943.017
	"Bath County, KY"	"21011"	775	68181	1136.680	1008.852
	"Bell County, KY"	"21013"	2224	177195	1255.114	1167.562
	"Boone County, KY"	"21015"	3394	572549	592.788	895.392
	"Bourbon County, KY"	"21017"	1226	117459	1043.768	950.402
	"Boyd County, KY"	"21019"	3674	297624	1234.443	1050.643
	"Boyle County, KY"	"21021"	1846	165829	1113.195	987.888
	"Bracken County, KY"	"21023"	511	50533	1011.220	1016.636
	"Breathitt County, KY"	"21025"	1112	91975	1209.024	1273.607
	"Breckinridge County, KY"	"21027"	1244	114629	1085.240	1008.178
	"Bullitt County, KY"	"21029"	2279	388238	587.011	887.112
	"Butler County, KY"	"21031"	781	77878	1002.851	960.597
	"Caldwell County, KY"	"21033"	1035	77093	1342.534	1003.287
	"Calloway County, KY"	"21035"	2079	209126	994.138	850.449
	"Campbell County, KY"	"21037"	5115	530343	964.470	974.313
	"Carlisle County, KY"	"21039"	400	31686	1262.387	913.719
	"Carroll County, KY"	"21041"	711	61922	1148.219	1173.078
	"Carter County, KY"	"21043"	1766	163941	1077.217	1036.555
	"Casey County, KY"	"21045"	1101	94008	1171.177	1023.570
	"Christian County, KY"	"21047"	3528	434899	811.223	1031.150
	"Clark County, KY"	"21049"	1902	202015	941.514	951.403
	"Clay County, KY"	"21051"	1432	142613	1004.116	1156.436
	"Clinton County, KY"	"21053"	734	58735	1249.681	1086.192
	"Crittenden County, KY"	"21055"	752	55409	1357.180	1055.281
	"Cumberland County, KY"	"21057"	596	42874	1390.120	1041.034
	"Daviess County, KY"	"21059"	5464	553449	987.264	904.528
	"Edmonson County, KY"	"21061"	644	70735	910.440	826.799
	"Elliott County, KY"	"21063"	445	40539	1097.708	1148.748
	"Estill County, KY"	"21065"	1052	90500	1162.431	1103.055
	"Fayette County, KY"	"21067"	11824	1608145	735.257	871.553
	"Fleming County, KY"	"21069"	920	84647	1086.867	1049.234
	"Floyd County, KY"	"21071"	2936	249256	1177.905	1206.381
	"Franklin County, KY"	"21073"	2850	289567	984.228	995.573
	"Fulton County, KY"	"21075"	695	44859	1549.299	1181.349
	"Gallatin County, KY"	"21077"	516	48203	1070.473	1250.848
	"Garrard County, KY"	"21079"	787	93433	842.315	836.195
	"Grant County, KY"	"21081"	1139	140131	812.811	1005.008
	"Graves County, KY"	"21083"	2707	221280	1223.337	977.891
	"Grayson County, KY"	"21085"	1612	147249	1094.744	1074.185
	"Green County, KY"	"21087"	819	68998	1186.991	908.157
	"Greenup County, KY"	"21089"	2405	220085	1092.760	1020.642
	"Hancock County, KY"	"21091"	435	50570	860.194	918.171
	"Hardin County, KY"	"21093"	4117	567621	725.308	906.320
	"Harlan County, KY"	"21095"	2605	189506	1374.627	1259.869
	"Harrison County, KY"	"21097"	1146	108717	1054.113	961.112
	"Hart County, KY"	"21099"	1153	105911	1088.650	1035.620
	"Henderson County, KY"	"21101"	2655	270882	980.132	966.846
	"Henry County, KY"	"21103"	923	91234	1011.684	1026.726
	"Hickman County, KY"	"21105"	410	31061	1319.983	901.572
	"Hopkins County, KY"	"21107"	3398	279108	1217.450	1044.117
	"Jackson County, KY"	"21109"	871	81249	1072.013	1137.738
	"Jefferson County, KY"	"21111"	42209	4211389	1002.258	952.776
	"Jessamine County, KY"	"21113"	1873	247016	758.250	911.663
	"Johnson County, KY"	"21115"	1636	139530	1172.508	1151.264
	"Kenton County, KY"	"21117"	7920	914713	865.845	959.904
	"Knott County, KY"	"21119"	1009	103993	970.258	1003.384
	"Knox County, KY"	"21121"	2121	188841	1123.167	1091.253
	"Larue County, KY"	"21123"	914	81208	1125.505	962.416
	"Laurel County, KY"	"21125"	3081	328418	938.134	1058.928
	"Lawrence County, KY"	"21127"	1040	93738	1109.475	1138.591
	"Lee County, KY"	"21129"	585	47597	1229.069	1149.536
	"Leslie County, KY"	"21131"	825	72367	1140.022	1188.710
	"Letcher County, KY"	"21133"	1789	149305	1198.218	1202.123
	"Lewis County, KY"	"21135"	933	83208	1121.286	1125.164
	"Lincoln County, KY"	"21137"	1409	144047	978.153	986.286
	"Livingston County, KY"	"21139"	685	58236	1176.248	1007.471
	"Logan County, KY"	"21141"	1679	159683	1051.458	957.058
	"Lyon County, KY"	"21143"	618	49129	1257.913	956.206
	"McCracken County, KY"	"21145"	4499	388057	1159.366	920.544
	"McCreary County, KY"	"21147"	1065	104134	1022.721	1181.292
	"McLean County, KY"	"21149"	674	59240	1137.745	989.559
	"Madison County, KY"	"21151"	3264	447480	729.418	906.096
	"Magoffin County, KY"	"21153"	785	79698	984.968	1095.491
	"Marion County, KY"	"21155"	1089	112149	971.030	938.299
	"Marshall County, KY"	"21157"	2187	182566	1197.923	904.569
	"Martin County, KY"	"21159"	710	77330	918.143	1100.827
	"Mason County, KY"	"21161"	1170	100887	1159.713	1000.544
	"Meade County, KY"	"21163"	1018	172055	591.671	873.400
	"Menifee County, KY"	"21165"	370	39597	934.414	969.974
	"Mercer County, KY"	"21167"	1403	125840	1114.908	967.883
	"Metcalfe County, KY"	"21169"	765	60143	1271.968	1144.583
	"Monroe County, KY"	"21171"	809	69251	1168.214	989.215
	"Montgomery County, KY"	"21173"	1304	140640	927.190	920.832
	"Morgan County, KY"	"21175"	734	84898	864.567	901.517
	"Muhlenberg County, KY"	"21177"	2288	190046	1203.919	1014.494
	"Nelson County, KY"	"21179"	1848	234122	789.332	908.551
	"Nicholas County, KY"	"21181"	531	42054	1262.662	1045.647
	"Ohio County, KY"	"21183"	1560	139338	1119.580	991.914
	"Oldham County, KY"	"21185"	1639	301753	543.159	874.304
	"Owen County, KY"	"21187"	649	64412	1007.576	917.132
	"Owsley County, KY"	"21189"	435	28830	1508.845	1290.730
	"Pendleton County, KY"	"21191"	717	88188	813.036	932.506
	"Perry County, KY"	"21193"	2064	174749	1181.123	1250.773
	"Pike County, KY"	"21195"	4658	402420	1157.497	1181.146
	"Powell County, KY"	"21197"	807	78641	1026.182	1237.244
	"Pulaski County, KY"	"21199"	3848	348030	1105.652	981.902
	"Robertson County, KY"	"21201"	175	13672	1279.988	956.706
	"Rockcastle County, KY"	"21203"	1055	100316	1051.677	1009.944
	"Rowan County, KY"	"21205"	1071	133641	801.401	959.418
	"Russell County, KY"	"21207"	1132	99570	1136.889	939.370
	"Scott County, KY"	"21209"	1380	217611	634.159	863.124
	"Shelby County, KY"	"21211"	1673	212326	787.939	876.441
	"Simpson County, KY"	"21213"	1040	100145	1038.494	988.071
	"Spencer County, KY"	"21215"	558	80723	691.253	905.016
	"Taylor County, KY"	"21217"	1542	139862	1102.515	975.051
	"Todd County, KY"	"21219"	766	71707	1068.236	1030.900
	"Trigg County, KY"	"21221"	920	78379	1173.784	967.388
	"Trimble County, KY"	"21223"	494	51430	960.529	1039.654
	"Union County, KY"	"21225"	1034	92549	1117.246	1090.588
	"Warren County, KY"	"21227"	4681	581648	804.782	943.456
	"Washington County, KY"	"21229"	712	66877	1064.641	910.238
	"Wayne County, KY"	"21231"	1281	121292	1056.129	1019.146
	"Webster County, KY"	"21233"	953	83932	1135.443	973.209
	"Whitley County, KY"	"21235"	2573	216514	1188.376	1168.485
	"Wolfe County, KY"	"21237"	589	42375	1389.971	1298.544
	"Woodford County, KY"	"21239"	1168	141128	827.617	934.094
	"Acadia Parish, LA"	"22001"	3744	354711	1055.507	1090.839
	"Allen Parish, LA"	"22003"	1445	151774	952.073	1039.009
	"Ascension Parish, LA"	"22005"	3184	497276	640.288	954.555
	"Assumption Parish, LA"	"22007"	1190	139572	852.607	926.363
	"Avoyelles Parish, LA"	"22009"	2952	247741	1191.567	1103.777
	"Beauregard Parish, LA"	"22011"	1934	199952	967.232	1034.879
	"Bienville Parish, LA"	"22013"	1355	91377	1482.868	1100.385
	"Bossier Parish, LA"	"22015"	4907	617523	794.626	942.156
	"Caddo Parish, LA"	"22017"	15995	1497825	1067.882	993.467
	"Calcasieu Parish, LA"	"22019"	10638	1107071	960.914	1033.839
	"Caldwell Parish, LA"	"22021"	731	62399	1171.493	1095.664
	"Cameron Parish, LA"	"22023"	436	59248	735.890	841.192
	"Catahoula Parish, LA"	"22025"	750	63570	1179.802	1107.658
	"Claiborne Parish, LA"	"22027"	1248	100977	1235.925	966.059
	"Concordia Parish, LA"	"22029"	1310	120444	1087.642	997.160
	"De Soto Parish, LA"	"22031"	1743	154203	1130.328	1030.525
	"East Baton Rouge Parish, LA"	"22033"	20147	2476069	813.669	963.462
	"East Carroll Parish, LA"	"22035"	614	53180	1154.569	1182.752
	"East Feliciana Parish, LA"	"22037"	1375	123866	1110.071	1245.633
	"Evangeline Parish, LA"	"22039"	2382	208927	1140.111	1145.595
	"Franklin Parish, LA"	"22041"	1648	125769	1310.339	1110.659
	"Grant Parish, LA"	"22043"	1199	116411	1029.971	1080.536
	"Iberia Parish, LA"	"22045"	3958	437112	905.489	981.596
	"Iberville Parish, LA"	"22047"	2007	198345	1011.873	1150.165
	"Jackson Parish, LA"	"22049"	1247	93283	1336.792	1087.480
	"Jefferson Parish, LA"	"22051"	25119	2729738	920.198	955.709
	"Jefferson Davis Parish, LA"	"22053"	2005	187149	1071.339	1029.494
	"Lafayette Parish, LA"	"22055"	8576	1174894	729.938	921.538
	"Lafourche Parish, LA"	"22057"	4451	548208	811.918	899.718
	"LaSalle Parish, LA"	"22059"	1042	85883	1213.279	1099.905
	"Lincoln Parish, LA"	"22061"	2062	260333	792.062	863.388
	"Livingston Parish, LA"	"22063"	4320	603820	715.445	1004.919
	"Madison Parish, LA"	"22065"	963	78829	1221.632	1310.542
	"Morehouse Parish, LA"	"22067"	2238	181415	1233.636	1095.053
	"Natchitoches Parish, LA"	"22069"	2293	234083	979.567	1020.575
	"Orleans Parish, LA"	"22071"	30251	2942005	1028.244	1082.895
	"Ouachita Parish, LA"	"22073"	8302	889085	933.769	1004.292
	"Plaquemines Parish, LA"	"22075"	1334	168365	792.326	1010.330
	"Pointe Coupee Parish, LA"	"22077"	1436	134564	1067.150	987.324
	"Rapides Parish, LA"	"22079"	8135	760062	1070.307	1063.036
	"Red River Parish, LA"	"22081"	678	56776	1194.167	1101.586
	"Richland Parish, LA"	"22083"	1553	124174	1250.664	1095.267
	"Sabine Parish, LA"	"22085"	1605	140974	1138.508	958.102
	"St. Bernard Parish, LA"	"22087"	4665	415689	1122.233	1195.407
	"St. Charles Parish, LA"	"22089"	2048	295597	692.835	921.639
	"St. Helena Parish, LA"	"22091"	601	63259	950.062	976.749
	"St. James Parish, LA"	"22093"	1110	127774	868.721	950.413
	"St. John the Baptist Parish, LA"	"22095"	1943	264936	733.385	1010.399
	"St. Landry Parish, LA"	"22097"	5456	513302	1062.922	1040.696
	"St. Martin Parish, LA"	"22099"	2487	295908	840.464	995.817
	"St. Mary Parish, LA"	"22101"	3086	319201	966.789	1071.176
	"St. Tammany Parish, LA"	"22103"	9504	1222062	777.702	931.308
	"Tangipahoa Parish, LA"	"22105"	6005	620860	967.207	1137.442
	"Tensas Parish, LA"	"22107"	464	36528	1270.258	1039.018
	"Terrebonne Parish, LA"	"22109"	5032	636307	790.813	958.979
	"Union Parish, LA"	"22111"	1547	136408	1134.098	1016.400
	"Vermilion Parish, LA"	"22113"	3266	328357	994.649	940.697
	"Vernon Parish, LA"	"22115"	2094	312306	670.496	1026.010
	"Washington Parish, LA"	"22117"	3353	265752	1261.703	1162.568
	"Webster Parish, LA"	"22119"	3213	248051	1295.298	1066.974
	"West Baton Rouge Parish, LA"	"22121"	1059	130903	808.996	981.007
	"West Carroll Parish, LA"	"22123"	893	72665	1228.927	1002.983
	"West Feliciana Parish, LA"	"22125"	605	91536	660.942	886.252
	"Winn Parish, LA"	"22127"	1235	97643	1264.812	1151.323
	"Androscoggin County, ME"	"23001"	6262	633475	988.516	860.105
	"Aroostook County, ME"	"23003"	5130	438626	1169.561	889.100
	"Cumberland County, ME"	"23005"	14367	1628772	882.076	794.466
	"Franklin County, ME"	"23007"	1620	179465	902.683	792.496
	"Hancock County, ME"	"23009"	3391	316615	1071.017	844.806
	"Kennebec County, ME"	"23011"	6876	714547	962.288	849.321
	"Knox County, ME"	"23013"	2645	241238	1096.428	798.186
	"Lincoln County, ME"	"23015"	2270	205976	1102.070	760.435
	"Oxford County, ME"	"23017"	3652	335959	1087.037	889.097
	"Penobscot County, ME"	"23019"	8284	885626	935.384	904.623
	"Piscataquis County, ME"	"23021"	1321	104247	1267.183	916.803
	"Sagadahoc County, ME"	"23023"	1886	213961	881.469	822.660
	"Somerset County, ME"	"23025"	3080	307040	1003.127	891.886
	"Waldo County, ME"	"23027"	2093	225474	928.267	872.438
	"Washington County, ME"	"23029"	2614	200981	1300.620	972.654
	"York County, ME"	"23031"	9829	1163561	844.734	778.346
	"Allegany County, MD"	"24001"	5495	446122	1231.726	903.982
	"Anne Arundel County, MD"	"24003"	21671	3030298	715.144	858.074
	"Baltimore County, MD"	"24005"	45849	4638601	988.423	852.807
	"Calvert County, MD"	"24009"	3287	486163	676.111	877.827
	"Caroline County, MD"	"24011"	1873	182262	1027.642	977.107
	"Carroll County, MD"	"24013"	7460	953687	782.227	856.182
	"Cecil County, MD"	"24015"	4316	548329	787.119	951.970
	"Charles County, MD"	"24017"	4881	779473	626.192	908.754
	"Dorchester County, MD"	"24019"	2351	184983	1270.928	988.639
	"Frederick County, MD"	"24021"	8252	1259590	655.134	795.718
	"Garrett County, MD"	"24023"	1799	180057	999.128	843.368
	"Harford County, MD"	"24025"	9668	1373374	703.960	851.928
	"Howard County, MD"	"24027"	7269	1560280	465.878	684.112
	"Kent County, MD"	"24029"	1483	116683	1270.965	849.468
	"Montgomery County, MD"	"24031"	31651	5415265	584.477	598.143
	"Prince George's County, MD"	"24033"	32152	4984637	645.022	922.234
	"Queen Anne's County, MD"	"24035"	2103	257318	817.277	837.205
	"St. Mary's County, MD"	"24037"	3698	547589	675.324	877.837
	"Somerset County, MD"	"24039"	1555	152490	1019.739	975.943
	"Talbot County, MD"	"24041"	2462	209881	1173.046	754.964
	"Washington County, MD"	"24043"	7952	818226	971.859	875.603
	"Wicomico County, MD"	"24045"	4955	528141	938.196	943.760
	"Worcester County, MD"	"24047"	3279	292883	1119.560	811.215
	"Baltimore city, MD"	"24510"	47724	3800817	1255.625	1255.614
	"Barnstable County, MA"	"25001"	16552	1344008	1231.540	720.107
	"Berkshire County, MA"	"25003"	9328	801472	1163.859	804.184
	"Bristol County, MA"	"25005"	30674	3253387	942.833	830.806
	"Dukes County, MA"	"25007"	783	92807	843.686	728.036
	"Essex County, MA"	"25009"	38906	4376061	889.064	779.888
	"Franklin County, MA"	"25011"	3872	430444	899.536	756.969
	"Hampden County, MA"	"25013"	27474	2754226	997.522	858.534
	"Hampshire County, MA"	"25015"	7179	923253	777.577	759.631
	"Middlesex County, MA"	"25017"	68582	8785088	780.664	735.512
	"Nantucket County, MA"	"25019"	381	57555	661.976	759.103
	"Norfolk County, MA"	"25021"	34108	3914505	871.323	734.544
	"Plymouth County, MA"	"25023"	24330	2888683	842.252	846.199
	"Suffolk County, MA"	"25025"	32048	4166324	769.215	858.008
	"Worcester County, MA"	"25027"	40822	4614260	884.692	822.798
	"Alcona County, MI"	"26001"	1005	69335	1449.484	879.900
	"Alger County, MI"	"26003"	672	58448	1149.740	826.025
	"Allegan County, MI"	"26005"	5031	651517	772.198	846.770
	"Alpena County, MI"	"26007"	2087	185502	1125.055	849.128
	"Antrim County, MI"	"26009"	1423	143021	994.959	780.563
	"Arenac County, MI"	"26011"	1182	103126	1146.171	939.078
	"Baraga County, MI"	"26013"	646	53142	1215.611	887.818
	"Barry County, MI"	"26015"	2874	349696	821.857	864.504
	"Bay County, MI"	"26017"	6604	658031	1003.600	832.899
	"Benzie County, MI"	"26019"	994	101637	977.990	755.038
	"Berrien County, MI"	"26021"	9663	962776	1003.660	872.120
	"Branch County, MI"	"26023"	2479	278741	889.356	850.543
